domain,instance,solver,time(s),memory(kB),identified as unsolvable,status
driverlog,instance_1_1_2_3-muntac-cert-check,muntac,0.23,121124,true,okay,
driverlog,instance_1_1_2_3,tfd,0.05,13780,true,okay,
driverlog,instance_1_1_2_3,OPTIC,0.00,11056,true,okay,
driverlog,instance_1_1_2_3-ground,POPF,0.00,10452,true,okay,
driverlog,instance_1_1_3_1,tck-aLUcovreach,0.17,131528,true,okay,
driverlog,instance_1_1_3_1,tck-covreach,0.15,131164,true,okay,
driverlog,instance_1_1_3_1-ground,TAMER-ctp,0.00,4708,true,okay,
driverlog,instance_1_1_3_1-ground,nuXmv,0.10,63792,true,okay,
driverlog,instance_1_1_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_3_1-cert-conv,shell-script,0.09,18304,true,okay,
driverlog,instance_1_1_3_1-muntac-cert-check,muntac,0.19,120944,true,okay,
driverlog,instance_1_1_3_1,tfd,0.05,13908,true,okay,
driverlog,instance_1_1_3_1,OPTIC,0.00,10940,true,okay,
driverlog,instance_1_1_3_1-ground,POPF,0.00,10496,true,okay,
driverlog,instance_1_1_3_2,tck-aLUcovreach,0.43,330404,true,okay,
driverlog,instance_1_1_3_2,tck-covreach,0.42,330520,true,okay,
driverlog,instance_1_1_3_2-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_1_3_2-ground,nuXmv,0.15,67572,true,okay,
driverlog,instance_1_1_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_3_2-cert-conv,shell-script,0.15,23896,true,okay,
driverlog,instance_1_1_3_2-muntac-cert-check,muntac,0.33,173764,true,okay,
driverlog,instance_1_1_3_2,tfd,0.05,13784,true,okay,
driverlog,instance_1_1_3_2,OPTIC,0.00,10972,true,okay,
driverlog,instance_1_1_3_2-ground,POPF,0.00,10172,true,okay,
driverlog,instance_1_1_3_3,tck-aLUcovreach,1.13,1091424,true,okay,
driverlog,instance_1_1_3_3,tck-covreach,1.25,1091164,true,okay,
driverlog,instance_1_1_3_3-ground,TAMER-ctp,0.00,5208,true,okay,
driverlog,instance_1_1_3_3-ground,nuXmv,0.23,70728,true,okay,
driverlog,instance_1_1_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_1_3_3-cert-conv,shell-script,0.23,32264,true,okay,
driverlog,instance_1_1_3_3-muntac-cert-check,muntac,0.61,291732,true,okay,
driverlog,instance_1_1_3_3,tfd,0.05,13448,true,okay,
driverlog,instance_1_1_3_3,OPTIC,0.00,10916,true,okay,
driverlog,instance_1_1_3_3-ground,POPF,0.00,10480,true,okay,
driverlog,instance_1_2_1_1,tck-aLUcovreach,0.02,17444,true,okay,
driverlog,instance_1_2_1_1,tck-covreach,0.01,17060,true,okay,
driverlog,instance_1_2_1_1-ground,TAMER-ctp,0.00,4708,true,okay,
driverlog,instance_1_2_1_1-ground,nuXmv,0.13,61660,true,okay,
driverlog,instance_1_2_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_1_1-cert-conv,shell-script,0.02,12204,true,okay,
driverlog,instance_1_2_1_1-muntac-cert-check,muntac,0.05,37832,true,okay,
driverlog,instance_1_2_1_1,tfd,0.05,13780,true,okay,
driverlog,instance_1_2_1_1,OPTIC,0.00,11076,true,okay,
driverlog,instance_1_2_1_1-ground,POPF,0.00,10112,true,okay,
driverlog,instance_1_2_1_2,tck-aLUcovreach,0.20,182436,true,okay,
driverlog,instance_1_2_1_2,tck-covreach,0.20,182784,true,okay,
driverlog,instance_1_2_1_2-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_2_1_2-ground,nuXmv,0.37,68076,true,okay,
driverlog,instance_1_2_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_1_2-cert-conv,shell-script,0.04,13328,true,okay,
driverlog,instance_1_2_1_2-muntac-cert-check,muntac,0.15,92392,true,okay,
driverlog,instance_1_2_1_2,tfd,0.05,13508,true,okay,
driverlog,instance_1_2_1_2,OPTIC,0.00,10924,true,okay,
driverlog,instance_1_2_1_2-ground,POPF,0.00,10028,true,okay,
driverlog,instance_1_2_1_3,tck-aLUcovreach,2.91,1946028,true,okay,
driverlog,instance_1_2_1_3,tck-covreach,2.91,1946244,true,okay,
driverlog,instance_1_2_1_3-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_1_2_1_3-ground,nuXmv,0.36,74840,true,okay,
driverlog,instance_1_2_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_1_3-cert-conv,shell-script,0.08,16276,true,okay,
driverlog,instance_1_2_1_3-muntac-cert-check,muntac,0.35,180644,true,okay,
driverlog,instance_1_2_1_3,tfd,0.05,13904,true,okay,
driverlog,instance_1_2_1_3,OPTIC,0.00,11052,true,okay,
driverlog,instance_1_2_1_3-ground,POPF,0.00,10248,true,okay,
driverlog,instance_1_2_2_1,tck-aLUcovreach,0.26,182896,true,okay,
driverlog,instance_1_2_2_1,tck-covreach,0.26,182612,true,okay,
driverlog,instance_1_2_2_1-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_2_2_1-ground,nuXmv,0.18,66316,true,okay,
driverlog,instance_1_2_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_2_1-cert-conv,shell-script,0.32,37056,true,okay,
driverlog,instance_1_2_2_1-muntac-cert-check,muntac,0.49,276276,true,okay,
driverlog,instance_1_2_2_1,tfd,0.05,13780,true,okay,
driverlog,instance_1_2_2_1,OPTIC,0.00,11020,true,okay,
driverlog,instance_1_2_2_1-ground,POPF,0.00,10456,true,okay,
driverlog,instance_1_2_2_2,tck-aLUcovreach,1.03,882104,true,okay,
driverlog,instance_1_2_2_2,tck-covreach,1.04,882104,true,okay,
driverlog,instance_1_2_2_2-ground,TAMER-ctp,0.00,5220,true,okay,
driverlog,instance_1_2_2_2-ground,nuXmv,0.30,71708,true,okay,
driverlog,instance_1_2_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_2_2-cert-conv,shell-script,0.56,60200,true,okay,
driverlog,instance_1_2_2_2-muntac-cert-check,muntac,1.04,580492,true,okay,
driverlog,instance_1_2_2_2,tfd,0.05,13484,true,okay,
driverlog,instance_1_2_2_2,OPTIC,0.00,11004,true,okay,
driverlog,instance_1_2_2_2-ground,POPF,0.00,10420,true,okay,
driverlog,instance_1_2_2_3,tck-aLUcovreach,8.25,5058732,true,okay,
driverlog,instance_1_2_2_3,tck-covreach,8.35,5058768,true,okay,
driverlog,instance_1_2_2_3-ground,TAMER-ctp,0.01,5988,true,okay,
driverlog,instance_1_2_2_3-ground,nuXmv,0.38,81844,true,okay,
driverlog,instance_1_2_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_2_3-cert-conv,shell-script,1.70,177176,true,okay,
driverlog,instance_1_2_2_3-muntac-cert-check,muntac,4.51,1993996,true,okay,
driverlog,instance_1_2_2_3,tfd,0.04,14016,true,okay,
driverlog,instance_1_2_2_3,OPTIC,0.00,11384,true,okay,
driverlog,instance_1_2_2_3-ground,POPF,0.00,10624,true,okay,
driverlog,instance_1_2_3_1,tck-aLUcovreach,7.67,1945952,true,okay,
driverlog,instance_1_2_3_1,tck-covreach,9.00,1945876,true,okay,
driverlog,instance_1_2_3_1-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_1_2_3_1-ground,nuXmv,0.30,75160,true,okay,
driverlog,instance_1_2_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_3_1-cert-conv,shell-script,8.53,795344,true,okay,
driverlog,instance_1_2_3_1-muntac-cert-check,muntac,18.02,8549496,true,okay,
driverlog,instance_1_2_3_1,tfd,0.05,13484,true,okay,
driverlog,instance_1_2_3_1,OPTIC,0.00,10552,true,okay,
driverlog,instance_1_2_3_1-ground,POPF,0.00,10400,true,okay,
driverlog,instance_1_2_3_2,tck-aLUcovreach,19.57,5058404,true,okay,
driverlog,instance_1_2_3_2,tck-covreach,23.39,5058628,true,okay,
driverlog,instance_1_2_3_2-ground,TAMER-ctp,0.01,5988,true,okay,
driverlog,instance_1_2_3_2-ground,nuXmv,0.76,83168,true,okay,
driverlog,instance_1_2_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_3_2-cert-conv,shell-script,16.88,1656496,true,okay,
driverlog,instance_1_2_3_2-muntac-cert-check,muntac,45.61,19324620,true,okay,
driverlog,instance_1_2_3_2,tfd,0.05,13908,true,okay,
driverlog,instance_1_2_3_2,OPTIC,0.00,11012,true,okay,
driverlog,instance_1_2_3_2-ground,POPF,0.00,10520,true,okay,
driverlog,instance_1_2_3_3,tck-aLUcovreach,42.06,17022452,true,okay,
driverlog,instance_1_2_3_3,tck-covreach,45.43,17022580,true,okay,
driverlog,instance_1_2_3_3-ground,TAMER-ctp,0.02,6500,true,okay,
driverlog,instance_1_2_3_3-ground,nuXmv,1.00,95688,true,okay,
driverlog,instance_1_2_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_2_3_3-cert-conv,shell-script,18.93,1987796,true,okay,
driverlog,instance_1_2_3_3-muntac-cert-check,muntac,65.53,13221164,true,okay,
driverlog,instance_1_2_3_3,tfd,0.05,13524,true,okay,
driverlog,instance_1_2_3_3,OPTIC,0.00,10960,true,okay,
driverlog,instance_1_2_3_3-ground,POPF,0.00,10484,true,okay,
driverlog,instance_1_3_1_1,tck-aLUcovreach,0.06,62468,true,okay,
driverlog,instance_1_3_1_1,tck-covreach,0.05,62652,true,okay,
driverlog,instance_1_3_1_1-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_1_3_1_1-ground,nuXmv,0.17,63788,true,okay,
driverlog,instance_1_3_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_1_1-cert-conv,shell-script,0.02,12444,true,okay,
driverlog,instance_1_3_1_1-muntac-cert-check,muntac,0.10,64028,true,okay,
driverlog,instance_1_3_1_1,tfd,0.05,13656,true,okay,
driverlog,instance_1_3_1_1,OPTIC,0.00,10992,true,okay,
driverlog,instance_1_3_1_1-ground,POPF,0.00,10200,true,okay,
driverlog,instance_1_3_1_2,tck-aLUcovreach,0.91,882512,true,okay,
driverlog,instance_1_3_1_2,tck-covreach,1.24,882536,true,okay,
driverlog,instance_1_3_1_2-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_1_3_1_2-ground,nuXmv,0.42,74888,true,okay,
driverlog,instance_1_3_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_1_2-cert-conv,shell-script,0.06,14972,true,okay,
driverlog,instance_1_3_1_2-muntac-cert-check,muntac,0.29,138736,true,okay,
driverlog,instance_1_3_1_2,tfd,0.05,13804,true,okay,
driverlog,instance_1_3_1_2,OPTIC,0.00,11020,true,okay,
driverlog,instance_1_3_1_2-ground,POPF,0.00,10436,true,okay,
driverlog,instance_1_3_1_3,tck-aLUcovreach,16.00,9713676,true,okay,
driverlog,instance_1_3_1_3,tck-covreach,15.80,9714040,true,okay,
driverlog,instance_1_3_1_3-ground,TAMER-ctp,0.02,6244,true,okay,
driverlog,instance_1_3_1_3-ground,nuXmv,0.69,90072,true,okay,
driverlog,instance_1_3_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_1_3-cert-conv,shell-script,0.23,21836,true,okay,
driverlog,instance_1_3_1_3-muntac-cert-check,muntac,0.83,281448,true,okay,
driverlog,instance_1_3_1_3,tfd,0.05,13596,true,okay,
driverlog,instance_1_3_1_3,OPTIC,0.00,11304,true,okay,
driverlog,instance_1_3_1_3-ground,POPF,0.01,10748,true,okay,
driverlog,instance_1_3_2_1,tck-aLUcovreach,6.99,882028,true,okay,
driverlog,instance_1_3_2_1,tck-covreach,9.87,882356,true,okay,
driverlog,instance_1_3_2_1-ground,TAMER-ctp,0.01,5220,true,okay,
driverlog,instance_1_3_2_1-ground,nuXmv,0.41,75188,true,okay,
driverlog,instance_1_3_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_2_1-cert-conv,shell-script,10.21,870540,true,okay,
driverlog,instance_1_3_2_1-muntac-cert-check,muntac,16.37,8443648,true,okay,
driverlog,instance_1_3_2_1,tfd,0.05,13536,true,okay,
driverlog,instance_1_3_2_1,OPTIC,0.00,10808,true,okay,
driverlog,instance_1_3_2_1-ground,POPF,0.00,10472,true,okay,
driverlog,instance_1_3_2_2,tck-aLUcovreach,34.18,4378812,true,okay,
driverlog,instance_1_3_2_2,tck-covreach,48.13,4379228,true,okay,
driverlog,instance_1_3_2_2-ground,TAMER-ctp,0.01,5988,true,okay,
driverlog,instance_1_3_2_2-ground,nuXmv,0.51,84560,true,okay,
driverlog,instance_1_3_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_2_2-cert-conv,shell-script,30.59,2828852,true,okay,
driverlog,instance_1_3_2_2-muntac-cert-check,muntac,73.47,16927120,true,okay,
driverlog,instance_1_3_2_2,tfd,0.04,14040,true,okay,
driverlog,instance_1_3_2_2,OPTIC,0.00,11044,true,okay,
driverlog,instance_1_3_2_2-ground,POPF,0.00,10308,true,okay,
driverlog,instance_1_3_2_3,tck-aLUcovreach,112.37,25351360,true,okay,
driverlog,instance_1_3_2_3,tck-covreach,147.05,25351540,true,okay,
driverlog,instance_1_3_2_3-ground,TAMER-ctp,0.02,6756,true,okay,
driverlog,instance_1_3_2_3-ground,nuXmv,0.86,99568,true,okay,
driverlog,instance_1_3_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_2_3-cert-conv,shell-script,59.07,6104736,true,okay,
driverlog,instance_1_3_2_3-muntac-cert-check,muntac,220.95,24043064,true,okay,
driverlog,instance_1_3_2_3,tfd,0.05,13484,true,okay,
driverlog,instance_1_3_2_3,OPTIC,0.00,11304,true,okay,
driverlog,instance_1_3_2_3-ground,POPF,0.00,10916,true,okay,
driverlog,instance_1_3_3_1,tck-aLUcovreach,,,false,out of time,|
driverlog,instance_1_3_3_1,tck-covreach,,,false,out of time,|
driverlog,instance_1_3_3_1-ground,TAMER-ctp,0.01,6244,true,okay,
driverlog,instance_1_3_3_1-ground,nuXmv,6.99,181408,true,okay,
driverlog,instance_1_3_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_3_1-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_1_3_3_1-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_1_3_3_1.cert
driverlog,instance_1_3_3_1,tfd,0.05,13932,true,okay,
driverlog,instance_1_3_3_1,OPTIC,0.00,11444,true,okay,
driverlog,instance_1_3_3_1-ground,POPF,0.01,10692,true,okay,
driverlog,instance_1_3_3_2,tck-aLUcovreach,,,false,out of time,|
driverlog,instance_1_3_3_2,tck-covreach,,,false,out of time,|
driverlog,instance_1_3_3_2-ground,TAMER-ctp,0.02,6756,true,okay,
driverlog,instance_1_3_3_2-ground,nuXmv,0.65,97292,true,okay,
driverlog,instance_1_3_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_3_2-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_1_3_3_2-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_1_3_3_2.cert
driverlog,instance_1_3_3_2,tfd,0.05,14052,true,okay,
driverlog,instance_1_3_3_2,OPTIC,0.00,10904,true,okay,
driverlog,instance_1_3_3_2-ground,POPF,0.01,11008,true,okay,
driverlog,instance_1_3_3_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_1_3_3_3,tck-covreach,,,false,out of memory,|
driverlog,instance_1_3_3_3-ground,TAMER-ctp,0.03,7524,true,okay,
driverlog,instance_1_3_3_3-ground,nuXmv,3.66,133772,true,okay,
driverlog,instance_1_3_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_1_3_3_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_1_3_3_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_1_3_3_3.cert
driverlog,instance_1_3_3_3,tfd,0.05,13352,true,okay,
driverlog,instance_1_3_3_3,OPTIC,0.00,11288,true,okay,
driverlog,instance_1_3_3_3-ground,POPF,0.00,10956,true,okay,
driverlog,instance_2_1_1_1,tck-aLUcovreach,0.01,17324,true,okay,
driverlog,instance_2_1_1_1,tck-covreach,0.01,17360,true,okay,
driverlog,instance_2_1_1_1-ground,TAMER-ctp,0.00,4180,true,okay,
driverlog,instance_2_1_1_1-ground,nuXmv,0.48,65760,true,okay,
driverlog,instance_2_1_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_1_1-cert-conv,shell-script,0.02,12664,true,okay,
driverlog,instance_2_1_1_1-muntac-cert-check,muntac,0.05,39736,true,okay,
driverlog,instance_2_1_1_1,tfd,0.05,13484,true,okay,
driverlog,instance_2_1_1_1,OPTIC,0.00,10492,true,okay,
driverlog,instance_2_1_1_1-ground,POPF,0.00,10428,true,okay,
driverlog,instance_2_1_1_2,tck-aLUcovreach,0.15,131360,true,okay,
driverlog,instance_2_1_1_2,tck-covreach,0.15,131324,true,okay,
driverlog,instance_2_1_1_2-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_2_1_1_2-ground,nuXmv,0.62,71060,true,okay,
driverlog,instance_2_1_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_1_2-cert-conv,shell-script,0.03,12976,true,okay,
driverlog,instance_2_1_1_2-muntac-cert-check,muntac,0.12,64952,true,okay,
driverlog,instance_2_1_1_2,tfd,0.05,13528,true,okay,
driverlog,instance_2_1_1_2,OPTIC,0.00,11088,true,okay,
driverlog,instance_2_1_1_2-ground,POPF,0.00,10072,true,okay,
driverlog,instance_2_1_1_3,tck-aLUcovreach,1.08,1090772,true,okay,
driverlog,instance_2_1_1_3,tck-covreach,1.27,1091032,true,okay,
driverlog,instance_2_1_1_3-ground,TAMER-ctp,0.01,5476,true,okay,
driverlog,instance_2_1_1_3-ground,nuXmv,1.34,82992,true,okay,
driverlog,instance_2_1_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_1_3-cert-conv,shell-script,0.06,15324,true,okay,
driverlog,instance_2_1_1_3-muntac-cert-check,muntac,0.27,128140,true,okay,
driverlog,instance_2_1_1_3,tfd,0.04,13780,true,okay,
driverlog,instance_2_1_1_3,OPTIC,0.00,10848,true,okay,
driverlog,instance_2_1_1_3-ground,POPF,0.00,10280,true,okay,
driverlog,instance_2_1_2_1,tck-aLUcovreach,0.16,131192,true,okay,
driverlog,instance_2_1_2_1,tck-covreach,0.16,131508,true,okay,
driverlog,instance_2_1_2_1-ground,TAMER-ctp,0.00,4964,true,okay,
driverlog,instance_2_1_2_1-ground,nuXmv,0.31,66768,true,okay,
driverlog,instance_2_1_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_2_1-cert-conv,shell-script,0.12,20080,true,okay,
driverlog,instance_2_1_2_1-muntac-cert-check,muntac,0.20,126872,true,okay,
driverlog,instance_2_1_2_1,tfd,0.05,13780,true,okay,
driverlog,instance_2_1_2_1,OPTIC,0.00,10864,true,okay,
driverlog,instance_2_1_2_1-ground,POPF,0.00,10260,true,okay,
driverlog,instance_2_1_2_2,tck-aLUcovreach,0.71,555928,true,okay,
driverlog,instance_2_1_2_2,tck-covreach,0.67,556100,true,okay,
driverlog,instance_2_1_2_2-ground,TAMER-ctp,0.00,5220,true,okay,
driverlog,instance_2_1_2_2-ground,nuXmv,78.22,1117524,true,okay,
driverlog,instance_2_1_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_2_2-cert-conv,shell-script,0.19,26188,true,okay,
driverlog,instance_2_1_2_2-muntac-cert-check,muntac,0.40,194040,true,okay,
driverlog,instance_2_1_2_2,tfd,0.05,13560,true,okay,
driverlog,instance_2_1_2_2,OPTIC,0.00,11236,true,okay,
driverlog,instance_2_1_2_2-ground,POPF,0.00,10360,true,okay,
driverlog,instance_2_1_2_3,tck-aLUcovreach,4.46,2745684,true,okay,
driverlog,instance_2_1_2_3,tck-covreach,4.16,2745820,true,okay,
driverlog,instance_2_1_2_3-ground,TAMER-ctp,0.01,5732,true,okay,
driverlog,instance_2_1_2_3-ground,nuXmv,2.93,106844,true,okay,
driverlog,instance_2_1_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_2_3-cert-conv,shell-script,0.34,39520,true,okay,
driverlog,instance_2_1_2_3-muntac-cert-check,muntac,0.89,432956,true,okay,
driverlog,instance_2_1_2_3,tfd,0.05,13800,true,okay,
driverlog,instance_2_1_2_3,OPTIC,0.00,10804,true,okay,
driverlog,instance_2_1_2_3-ground,POPF,0.00,10616,true,okay,
driverlog,instance_2_1_3_1,tck-aLUcovreach,1.24,1091364,true,okay,
driverlog,instance_2_1_3_1,tck-covreach,1.22,1091580,true,okay,
driverlog,instance_2_1_3_1-ground,TAMER-ctp,0.00,5204,true,okay,
driverlog,instance_2_1_3_1-ground,nuXmv,2.96,109984,true,okay,
driverlog,instance_2_1_3_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_3_1-cert-conv,shell-script,0.54,57724,true,okay,
driverlog,instance_2_1_3_1-muntac-cert-check,muntac,1.07,569128,true,okay,
driverlog,instance_2_1_3_1,tfd,0.05,13780,true,okay,
driverlog,instance_2_1_3_1,OPTIC,0.00,11116,true,okay,
driverlog,instance_2_1_3_1-ground,POPF,0.00,10428,true,okay,
driverlog,instance_2_1_3_2,tck-aLUcovreach,4.58,2745700,true,okay,
driverlog,instance_2_1_3_2,tck-covreach,4.55,2745936,true,okay,
driverlog,instance_2_1_3_2-ground,TAMER-ctp,0.01,5732,true,okay,
driverlog,instance_2_1_3_2-ground,nuXmv,27.17,473968,true,okay,
driverlog,instance_2_1_3_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_3_2-cert-conv,shell-script,1.30,126984,true,okay,
driverlog,instance_2_1_3_2-muntac-cert-check,muntac,2.87,1354680,true,okay,
driverlog,instance_2_1_3_2,tfd,0.05,13484,true,okay,
driverlog,instance_2_1_3_2,OPTIC,0.00,11012,true,okay,
driverlog,instance_2_1_3_2-ground,POPF,0.00,10452,true,okay,
driverlog,instance_2_1_3_3,tck-aLUcovreach,14.41,8595428,true,okay,
driverlog,instance_2_1_3_3,tck-covreach,14.43,8595372,true,okay,
driverlog,instance_2_1_3_3-ground,TAMER-ctp,0.01,5932,true,okay,
driverlog,instance_2_1_3_3-ground,nuXmv,15.49,347268,true,okay,
driverlog,instance_2_1_3_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_1_3_3-cert-conv,shell-script,1.56,154376,true,okay,
driverlog,instance_2_1_3_3-muntac-cert-check,muntac,4.13,1857124,true,okay,
driverlog,instance_2_1_3_3,tfd,0.05,13852,true,okay,
driverlog,instance_2_1_3_3,OPTIC,0.00,11312,true,okay,
driverlog,instance_2_1_3_3-ground,POPF,0.00,10800,true,okay,
driverlog,instance_2_2_1_1,tck-aLUcovreach,0.21,182776,true,okay,
driverlog,instance_2_2_1_1,tck-covreach,0.20,182632,true,okay,
driverlog,instance_2_2_1_1-ground,TAMER-ctp,0.00,4696,true,okay,
driverlog,instance_2_2_1_1-ground,nuXmv,3.01,111380,true,okay,
driverlog,instance_2_2_1_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_1_1-cert-conv,shell-script,0.04,13876,true,okay,
driverlog,instance_2_2_1_1-muntac-cert-check,muntac,0.14,74936,true,okay,
driverlog,instance_2_2_1_1,tfd,0.05,13592,true,okay,
driverlog,instance_2_2_1_1,OPTIC,0.00,10740,true,okay,
driverlog,instance_2_2_1_1-ground,POPF,0.00,10604,true,okay,
driverlog,instance_2_2_1_2,tck-aLUcovreach,2.92,1945908,true,okay,
driverlog,instance_2_2_1_2,tck-covreach,2.92,1946064,true,okay,
driverlog,instance_2_2_1_2-ground,TAMER-ctp,0.01,5732,true,okay,
driverlog,instance_2_2_1_2-ground,nuXmv,1.72,94192,true,okay,
driverlog,instance_2_2_1_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_1_2-cert-conv,shell-script,0.10,17452,true,okay,
driverlog,instance_2_2_1_2-muntac-cert-check,muntac,0.38,176868,true,okay,
driverlog,instance_2_2_1_2,tfd,0.05,13484,true,okay,
driverlog,instance_2_2_1_2,OPTIC,0.00,10936,true,okay,
driverlog,instance_2_2_1_2-ground,POPF,0.00,10740,true,okay,
driverlog,instance_2_2_1_3,tck-aLUcovreach,27.30,17022408,true,okay,
driverlog,instance_2_2_1_3,tck-covreach,27.40,17022572,true,okay,
driverlog,instance_2_2_1_3-ground,TAMER-ctp,0.02,6500,true,okay,
driverlog,instance_2_2_1_3-ground,nuXmv,110.91,1572424,true,okay,
driverlog,instance_2_2_1_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_1_3-cert-conv,shell-script,0.42,27796,true,okay,
driverlog,instance_2_2_1_3-muntac-cert-check,muntac,1.08,302456,true,okay,
driverlog,instance_2_2_1_3,tfd,0.05,13592,true,okay,
driverlog,instance_2_2_1_3,OPTIC,0.00,11276,true,okay,
driverlog,instance_2_2_1_3-ground,POPF,0.00,10576,true,okay,
driverlog,instance_2_2_2_1,tck-aLUcovreach,3.95,1946180,true,okay,
driverlog,instance_2_2_2_1,tck-covreach,3.94,1946200,true,okay,
driverlog,instance_2_2_2_1-ground,TAMER-ctp,0.01,5732,true,okay,
driverlog,instance_2_2_2_1-ground,nuXmv,3.13,120036,true,okay,
driverlog,instance_2_2_2_1-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_2_1-cert-conv,shell-script,2.42,220624,true,okay,
driverlog,instance_2_2_2_1-muntac-cert-check,muntac,4.99,2209492,true,okay,
driverlog,instance_2_2_2_1,tfd,0.05,13748,true,okay,
driverlog,instance_2_2_2_1,OPTIC,0.00,10788,true,okay,
driverlog,instance_2_2_2_1-ground,POPF,0.00,10208,true,okay,
driverlog,instance_2_2_2_2,tck-aLUcovreach,17.78,8595520,true,okay,
driverlog,instance_2_2_2_2,tck-covreach,17.94,8595900,true,okay,
driverlog,instance_2_2_2_2-ground,TAMER-ctp,0.01,6244,true,okay,
driverlog,instance_2_2_2_2-ground,nuXmv,,,false,out of time,|
driverlog,instance_2_2_2_2-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_2_2-cert-conv,shell-script,6.99,655132,true,okay,
driverlog,instance_2_2_2_2-muntac-cert-check,muntac,19.61,7440736,true,okay,
driverlog,instance_2_2_2_2,tfd,0.05,13536,true,okay,
driverlog,instance_2_2_2_2,OPTIC,0.00,10852,true,okay,
driverlog,instance_2_2_2_2-ground,POPF,0.00,10532,true,okay,
driverlog,instance_2_2_2_3,tck-aLUcovreach,,,false,out of memory,|
driverlog,instance_2_2_2_3,tck-covreach,,,false,out of memory,|
driverlog,instance_2_2_2_3-ground,TAMER-ctp,0.02,7268,true,okay,
driverlog,instance_2_2_2_3-ground,nuXmv,6.59,153784,true,okay,
driverlog,instance_2_2_2_3-ground,UPPAAL,,,false,out of memory,|
driverlog,instance_2_2_2_3-cert-conv,shell-script,,,true,out of memory,
driverlog,instance_2_2_2_3-muntac-cert-check,muntac,,,,file missing,No certificate to check. Expected: ./muntax-dir/driverlog/instance_2_2_2_3.cert
driverlog,instance_2_2_2_3,tfd,0.05,13524,true,okay,
driverlog,instance_2_2_2_3,OPTIC,0.00,11088,true,okay,
driverlog,instance_2_2_2_3-ground,POPF,0.01,10956,true,okay,
driverlog,instance_2_2_3_1,tck-aLUcovreach,143.28,17022632,true,okay,
